frame,time_s,intensity,contrast
0,0,0.215826006812789,-0.566980525707159
1,0.0166666666666667,0.662044924121104,0.328284525274262
2,0.0333333333333333,0.435019357707117,-0.12720502796059
3,0.05,0.856709592484503,0.718847245693897
4,0.0666666666666667,0.895096349543256,0.79586397600762
5,0.0833333333333333,0.37831133909359,-0.240980363800993
6,0.1,0.366528106668455,-0.264621486506971
7,0.116666666666667,0.898515744677804,0.802724431359721
8,0.133333333333333,0.750140776763791,0.5050344006116
9,0.15,0.681333917592587,0.366984726125889
10,0.166666666666667,0.467998536240216,-0.0610377167922024
11,0.183333333333333,0.500904598821374,0.00498289921400434
12,0.2,0.637133497507212,0.278303834737791
13,0.216666666666667,0.776516269828432,0.557952500287012
14,0.233333333333333,0.440797491203611,-0.115612151059449
15,0.25,0.522651046555818,0.0486135788747461
16,0.266666666666667,0.502666076008377,0.0085170142020862
17,0.283333333333333,0.751649329649214,0.508061064483279
18,0.3,0.337276171441965,-0.323310695471534
19,0.316666666666667,0.670269941010356,0.344786672267709
20,0.333333333333333,0,-1
21,0.35,0.435909507507568,-0.125419088423807
22,0.366666666666667,0.851946774633511,0.709291433062946
23,0.383333333333333,0.632115159353439,0.268235362539928
24,0.4,0.401081074825306,-0.195296624654176
25,0.416666666666667,0.869774474209802,0.745059787453493
26,0.433333333333333,0.337197272854816,-0.32346899254256
27,0.45,0.558339903771072,0.120217415769465
28,0.466666666666667,0.867593477462444,0.740683975293864
29,0.483333333333333,0.384046079156658,-0.229474548704902
30,0.5,0.599554936564036,0.202908617337461
31,0.516666666666667,0.152753748904392,-0.693524663576729
32,0.533333333333333,0.680732174749538,0.365777427833137
33,0.55,0.662932878361702,0.330066059780404
34,0.566666666666667,0.290967281916597,-0.416221884875849
35,0.583333333333333,1,1.00633594017449
36,0.6,0.437269890964841,-0.122689702201061
37,0.616666666666667,0.643575785278506,0.291229228230284
38,0.633333333333333,0,-1
39,0.65,0.141118039005811,-0.716869806535697
40,0.666666666666667,0,-1
41,0.683333333333333,0.773959086443858,0.552821931356925
42,0.7,0.675066784779775,0.354410752321698
43,0.716666666666667,0.527200069779326,0.0577404476607591
44,0.733333333333333,0.191573733271375,-0.615638733744239
45,0.75,0.552383167207634,0.10826620111609
46,0.766666666666667,0.289085156335886,-0.419998061072352
47,0.783333333333333,0.503056714332903,0.00930076591219341
48,0.8,0.336841495116749,-0.324182802205159
49,0.816666666666667,0.624002467343837,0.251958576989496
50,0.833333333333333,0.536357847972619,0.0761140271821092
51,0.85,0.869633060975171,0.744776064998437
52,0.866666666666667,0.615190943408333,0.234279699829987
53,0.883333333333333,0.893890988807805,0.793445617443209
54,0.9,0.724163202821467,0.452914660372575
55,0.916666666666667,0.936822089504618,0.879579827722475
56,0.933333333333333,0.234084737009161,-0.530347379092228
57,0.95,0.599486306559427,0.202770922492638
58,0.966666666666667,0.493906120706714,-0.00905839895396222
59,0.983333333333333,0.0345251598659299,-0.930730930920715
60,1,0.350023710232366,-0.297734850247584
61,1.01666666666667,0.0305032744937506,-0.938800184090181
62,1.03333333333333,0.470200472825616,-0.0566198922829307
63,1.05,0.840098962531466,0.68552074183018
64,1.06666666666667,0.0852500340438435,-0.828959792796738
65,1.08333333333333,0,-1
66,1.1,0.765334912824931,0.535518941870967
67,1.11666666666667,0.565257063649728,0.134095562237946
68,1.13333333333333,0.482651594393256,-0.0316387595862923
69,1.15,0.420858639692709,-0.155616185451574
70,1.16666666666667,0.390414783754777,-0.216696787777342
71,1.18333333333333,0.975196783346485,0.956572355170604
72,1.2,0.342769601118252,-0.312289030077179
73,1.21666666666667,0.54075383926515,0.0849338625050069
74,1.23333333333333,0.394324287453861,-0.208853009997624
75,1.25,0.613600866019373,0.231089470416858
76,1.26666666666667,0.900685730169921,0.807078151242213
77,1.28333333333333,0.570646103620164,0.144907786813669
78,1.3,0.612473184675298,0.228826962807176
79,1.31666666666667,0,-1
80,1.33333333333333,0.788450746093425,0.581897068944626
81,1.35,0.796880211237885,0.598809407820406
82,1.36666666666667,0.695993186575683,0.396396144343359
83,1.38333333333333,0.449129943775346,-0.098894451994977
84,1.4,0.304795372820772,-0.388478089110803
85,1.41666666666667,0.53466089477434,0.0727093689916071
86,1.43333333333333,0.523500499790197,0.0503178674283784
87,1.45,0.625578725431383,0.255121080241531
88,1.46666666666667,0.480524073289608,-0.0359072816400212
89,1.48333333333333,0.503246069818345,0.00968067662810503
90,1.5,0.525067790413554,0.0534623789347185
91,1.51666666666667,0.696727164076866,0.397868749783263
92,1.53333333333333,0.246598643903039,-0.505240277939043
93,1.55,0.643784297030918,0.291647572853098
94,1.56666666666667,0.985271486469683,0.976785594133265
95,1.58333333333333,0.570843085766692,0.145302999173821
96,1.6,0.961256075737433,0.9286026124631
97,1.61666666666667,0.531536995900009,0.0664417784065667
98,1.63333333333333,1,1.00633594017449
99,1.65,0.0630883147419488,-0.873423646728188
100,1.66666666666667,0.330361186431074,-0.337184478424652
101,1.68333333333333,0.562585910731877,0.128736332137159
102,1.7,0,-1
103,1.71666666666667,1,1.00633594017449
104,1.73333333333333,0.404837510634186,-0.187759952483861
105,1.75,0.151725608672086,-0.695587458276344
106,1.76666666666667,0.466912630651977,-0.063216408201524
107,1.78333333333333,1,1.00633594017449
108,1.8,0.897237555944455,0.800159955365677
109,1.81666666666667,0.215079048656,-0.568479174702929
110,1.83333333333333,0.359366051267394,-0.27899097566364
111,1.85,0.129558849538912,-0.740061423802422
112,1.86666666666667,0.705925901492312,0.4163245072641
113,1.88333333333333,0.778487742233522,0.561907936228406
114,1.9,0.774225054601189,0.55335555282992
115,1.91666666666667,0.852392194237467,0.710185094422822
116,1.93333333333333,0.6173596535188,0.238630860868437
117,1.95,0.578568124775793,0.160802022577031
118,1.96666666666667,0.160879259964458,-0.677222158704634
119,1.98333333333333,0.206943039032607,-0.584802743219948
120,2,0.394582789028558,-0.208334368997716
121,2.01666666666667,0.657567243861474,0.319300794440756
122,2.03333333333333,0.0733006519807904,-0.852934267492718
123,2.05,0.127697838924302,-0.743795236283561
124,2.06666666666667,0.312346140630053,-0.37332871227913
125,2.08333333333333,0.556615062921023,0.116756805580932
126,2.1,0.874021879049881,0.753581508436615
127,2.11666666666667,0.308156402736437,-0.381734733995003
128,2.13333333333333,0,-1
129,2.15,0.0425119350568816,-0.914706776809015
130,2.16666666666667,0.637603100823576,0.279246016749037
131,2.18333333333333,0.410856297805978,-0.175684243464835
132,2.2,0.5387236322633,0.0808605852312023
133,2.21666666666667,0.0835955346306235,-0.832279274432479
134,2.23333333333333,0.939981877040114,0.885919423018256
135,2.25,0.973234742307705,0.952635841718404
136,2.26666666666667,0.55665824996634,0.116843453302101
137,2.28333333333333,0.0459565424692465,-0.907795737157796
138,2.3,0.368350697910879,-0.260964756193048
139,2.31666666666667,0.886895688389517,0.779410694801681
140,2.33333333333333,0.286500234915259,-0.425184281821082
141,2.35,0.572749908789585,0.149128726736204
142,2.36666666666667,0.105895831869434,-0.78753738660568
143,2.38333333333333,0.879813854013567,0.765202155970848
144,2.4,0.625416101091155,0.254794801182984
145,2.41666666666667,0.336048657369105,-0.325773501072982
146,2.43333333333333,0.0661522168336663,-0.8672764298444
147,2.45,0.659422145512919,0.323022350289539
148,2.46666666666667,0.724971448163949,0.454536272051676
149,2.48333333333333,0.558879926499868,0.121300882778761
150,2.5,0.813168631930507,0.631489451664695
151,2.51666666666667,0.630164135573206,0.264320953409511
152,2.53333333333333,0.560767598079322,0.125088186111865
153,2.55,0.175265061342613,-0.648359408371429
154,2.56666666666667,0.965293461215999,0.936702964053086
155,2.58333333333333,0.925802614058108,0.857471058092272
156,2.6,0.821566146767262,0.648337687489825
157,2.61666666666667,0.547890837479775,0.0992530785279701
158,2.63333333333333,0.490180495168034,-0.0165332553718468
159,2.65,0.826758144896157,0.658754579937145
160,2.66666666666667,0.395508919898206,-0.206476239348636
161,2.68333333333333,0.31382747040886,-0.370356667104659
162,2.7,0.81223950600964,0.629625312936712
163,2.71666666666667,0.435996962600662,-0.125243624127381
164,2.73333333333333,0.695623426305366,0.395654281023774
165,2.75,0.415916979315773,-0.165530816269956
166,2.76666666666667,0.787725238963496,0.580441457914998
167,2.78333333333333,0.85683618347697,0.719101229751785
168,2.8,0.690430485891419,0.385235498036087
169,2.81666666666667,0.61410303986609,0.232096999853742
170,2.83333333333333,0.497548758202793,-0.00175004442855081
171,2.85,0.782176732550271,0.569309290083856
172,2.86666666666667,0.745355360252901,0.495433247477098
173,2.88333333333333,0.411383485644412,-0.174626527557361
174,2.9,0.0428657526156626,-0.913996899924568
175,2.91666666666667,0.397211533682805,-0.203060224120359
176,2.93333333333333,0.749080913028256,0.502907957907308
177,2.95,0.458616455426514,-0.0798613227223543
178,2.96666666666667,0.404112753975362,-0.189214057816342
179,2.98333333333333,0.713862859607093,0.432248711585444
180,3,0.143404390095387,-0.712282618172822
181,3.01666666666667,0.0969769758874876,-0.805431607907499
182,3.03333333333333,0.724222947228253,0.453034527723134
183,3.05,0.117356852164944,-0.76454272967573
184,3.06666666666667,0.397240984722237,-0.203001135441473
185,3.08333333333333,0.54464737778037,0.092745608762547
186,3.1,0.121366431103277,-0.756498167346784
187,3.11666666666667,0.872665517578894,0.750860191669505
188,3.13333333333333,0.609175461377417,0.222210622033886
189,3.15,0.65230839748206,0.308749781945882
190,3.16666666666667,1,1.00633594017449
191,3.18333333333333,0.605287304311122,0.214409672770735
192,3.2,0.87397819104535,0.75349385562297
193,3.21666666666667,0.785081379453146,0.57513698755861
194,3.23333333333333,0.71669915656316,0.43793927610541
195,3.25,0,-1
196,3.26666666666667,0.452782595131928,-0.0915660063013384
197,3.28333333333333,0.315047686098356,-0.367908504512059
198,3.3,0.276290457540393,-0.445668525109457
199,3.31666666666667,0.301749931017505,-0.394588268454408
200,3.33333333333333,0.872621349087643,0.750771574838085
201,3.35,0.511875148004039,0.0269935063226384
202,3.36666666666667,0.647049467794304,0.298198602306486
203,3.38333333333333,0.606410811028366,0.21666380467657
204,3.4,0.458961723882862,-0.0791685982093752
205,3.41666666666667,0.470075551624071,-0.0568705261792785
206,3.43333333333333,0.450147041518868,-0.0968538122374789
207,3.45,0.490920024061768,-0.0150495119735513
208,3.46666666666667,1,1.00633594017449
209,3.48333333333333,0.37178505960065,-0.254074272903303
210,3.5,0,-1
211,3.51666666666667,0.861443288672885,0.728344630486515
212,3.53333333333333,0.656924179016298,0.318010590330017
213,3.55,0.406547512834209,-0.184329113612177
214,3.56666666666667,0.649223475489169,0.30256039207891
215,3.58333333333333,0.369029406895355,-0.259603037964574
216,3.6,0.233107758560797,-0.532307526065956
217,3.61666666666667,0.163714328035575,-0.67153405974071
218,3.63333333333333,0.383640089867549,-0.230289099606966
219,3.65,0.232767114869281,-0.532990971747038
220,3.66666666666667,0.605787652772717,0.215413539871844
221,3.68333333333333,1,1.00633594017449
222,3.7,1,1.00633594017449
223,3.71666666666667,0.441963226081487,-0.113273295277252
224,3.73333333333333,0.340734657996942,-0.316371809597672
225,3.75,0.373019402757737,-0.251597765864731
226,3.76666666666667,0.770222924721356,0.545325935814764
227,3.78333333333333,0.622609904392561,0.249164627891397
228,3.8,0.459155079441651,-0.0787806620025435
229,3.81666666666667,0.0755235780684557,-0.848474330990684
230,3.83333333333333,0.195993269846371,-0.60677165867491
231,3.85,0.625811602869872,0.255588310616026
232,3.86666666666667,0.183400552332713,-0.632036880407026
233,3.88333333333333,0.116887355569491,-0.765484697568976
234,3.9,0.223682960328219,-0.55121683748887
235,3.91666666666667,0.553678041380388,0.11086415370689
236,3.93333333333333,0,-1
237,3.95,0.749009768827003,0.502765218739401
238,3.96666666666667,0.347329652021273,-0.303140036061422
239,3.98333333333333,1,1.00633594017449
240,4,0.559842003914175,0.123231133272314
241,4.01666666666667,0,-1
242,4.03333333333333,0.590841089031118,0.185425711854965
243,4.05,0.679813819655278,0.36393489900168
244,4.06666666666667,0.403189095546402,-0.191067226918809
245,4.08333333333333,0.607265186723771,0.218377969340673
246,4.1,0.548085098930426,0.0996428322582018
247,4.11666666666667,0.573470661170295,0.150574798141587
248,4.13333333333333,0.701196915028162,0.406836571760477
249,4.15,0.716326140041341,0.437190879651405
250,4.16666666666667,0.417455710599338,-0.162443604393469
251,4.18333333333333,0.774679635221148,0.55426759426545
252,4.2,0.781022163490317,0.566992836683456
253,4.21666666666667,0.751234026988428,0.507227827828892
254,4.23333333333333,0.600781670825314,0.205369858374905
255,4.25,0.460982183343691,-0.0751148777774485
256,4.26666666666667,0.81146059484582,0.628062555474536
257,4.28333333333333,0.811156261937498,0.627451961422792
258,4.3,0.338970015469158,-0.319912275322726
259,4.31666666666667,0.520537164899402,0.0443724221342028
260,4.33333333333333,0.327330214997818,-0.343265625344836
261,4.35,0.0448394963581156,-0.91003690691739
262,4.36666666666667,0.542771081843942,0.0889811287908893
263,4.38333333333333,0.819808495342071,0.644811248265165
264,4.4,1,1.00633594017449
265,4.41666666666667,0.65382238359436,0.311787346695915
266,4.43333333333333,0.257496550465861,-0.483375416329389
267,4.45,0.385959741899223,-0.22563509836712
268,4.46666666666667,0.0553721920551109,-0.888904780993587
269,4.48333333333333,0.0867997282320028,-0.825850585650755
270,4.5,0.566813914437097,0.137219127926134
271,4.51666666666667,0.346399829960615,-0.305005571479687
272,4.53333333333333,0.513418183357983,0.0300893536102149
273,4.55,0.503151976558886,0.00949189393992411
274,4.56666666666667,0.821931791584083,0.649071293827151
275,4.58333333333333,0.95602338079466,0.918104068535445
276,4.6,0.935706138696472,0.877340855508624
277,4.61666666666667,0.335614267130867,-0.326645033820021
278,4.63333333333333,0.365840187865417,-0.266001682725428
279,4.65,0.624020573311727,0.251994903643605
280,4.66666666666667,1,1.00633594017449
281,4.68333333333333,1,1.00633594017449
282,4.7,0.6344291220803,0.272877949123052
283,4.71666666666667,0.237969769591469,-0.522552698593594
284,4.73333333333333,0.557667037500336,0.118867419987557
285,4.75,0.966039903167211,0.938200577367057
286,4.76666666666667,0.598277050195223,0.200344747988251
287,4.78333333333333,0,-1
288,4.8,0.221637313040488,-0.555321093163165
289,4.81666666666667,0.875807402789401,0.757163868887249
290,4.83333333333333,0.407536795123319,-0.182344281000558
291,4.85,0.557617188571084,0.11876740628922
292,4.86666666666667,0.529284811833387,0.0619231405698156
293,4.88333333333333,0.310819521599152,-0.376391622907782
294,4.9,0.26698309697138,-0.46434221712723
295,4.91666666666667,0.500222925985777,0.00361523450450597
296,4.93333333333333,0.79508029818957,0.595198177582382
297,4.95,0.368734243399546,-0.260195235094444
298,4.96666666666667,0.635893690761557,0.275816365905113
299,4.98333333333333,0.237961628892499,-0.522569031570517
300,5,0.108010486285046,-0.783294679450589
301,5.01666666666667,0.174789507820653,-0.649313528494015
302,5.03333333333333,0.182699376521671,-0.633443674637101
303,5.05,0.234581384265376,-0.529350937852495
304,5.06666666666667,0.528339962385641,0.0600274551647468
305,5.08333333333333,0.756170386434873,0.517131823199915
306,5.1,0.787429498267826,0.579848102728303
307,5.11666666666667,0.692732404392531,0.389853919856221
308,5.13333333333333,0.854141697044977,0.713695184782965
309,5.15,0.581561001833291,0.166806739382012
310,5.16666666666667,0.644093734212871,0.292268407792476
311,5.18333333333333,0.538465843625938,0.0803433746230936
312,5.2,0.847530423699116,0.700430749458847
313,5.21666666666667,0,-1
314,5.23333333333333,0.95132963246438,0.908686832566271
315,5.25,0.22894391578003,-0.540661593486246
316,5.26666666666667,0.150322083265178,-0.698403401743172
317,5.28333333333333,0.0417621226067646,-0.916211152476075
318,5.3,0.135955482296354,-0.727227629605069
319,5.31666666666667,0.514273438777963,0.0318052832973505
320,5.33333333333333,0.411319632196296,-0.17475463902522
321,5.35,0.841809740197341,0.688953136546873
322,5.36666666666667,0.38342014415745,-0.230730384590025
323,5.38333333333333,0.914510275578497,0.834814833552012
324,5.4,0.912080039620885,0.829938963807151
325,5.41666666666667,0.541282245720296,0.085994023366988
326,5.43333333333333,0.891926524983453,0.789504243069239
327,5.45,0.780057921190606,0.56505824270251
328,5.46666666666667,0.776940848788173,0.558804348313382
329,5.48333333333333,0,-1
330,5.5,1,1.00633594017449
331,5.51666666666667,0.52291593811733,0.0491450403348565
332,5.53333333333333,0.243800834884497,-0.510853622726689
333,5.55,0.806293471778509,0.617695570757286
334,5.56666666666667,0.321065716297538,-0.355834314234384
335,5.58333333333333,0.0461460695345536,-0.907415482195034
336,5.6,0.690252185950491,0.384877768456473
337,5.61666666666667,1,1.00633594017449
338,5.63333333333333,0.550071327009825,0.103627873039284
339,5.65,0.435859750910411,-0.125518916872943
340,5.66666666666667,0.30279404977482,-0.392493415465797
341,5.68333333333333,0.567786880174644,0.139171224053933
342,5.7,0.894462014133386,0.794591286076672
343,5.71666666666667,0.78596026069304,0.576900318577355
344,5.73333333333333,1,1.00633594017449
345,5.75,0.222270072134611,-0.554051565851154
346,5.76666666666667,0.616796963530403,0.23750191572154
347,5.78333333333333,0.439330896987621,-0.11855463174464
348,5.8,0.345011967736488,-0.307790089339965
349,5.81666666666667,0.00816915438086807,-0.98360993196483
350,5.83333333333333,0.788730710256062,0.582458771106086
351,5.85,0.552825636039634,0.109153942236137
352,5.86666666666667,0.20368306735973,-0.591343341551192
353,5.88333333333333,0.721406993214707,0.447384777979878
354,5.9,0.684499865486651,0.373336681170468
355,5.91666666666667,0.398306829191279,-0.200862693376597
356,5.93333333333333,0.739243414815493,0.48317063168164
357,5.95,0.503395506011116,0.00998049583242427
358,5.96666666666667,0,-1
359,5.98333333333333,0.443581463188202,-0.110026568010324
360,6,0.458987949622977,-0.0791159805644255
361,6.01666666666667,0.290936138967221,-0.416284368094465
362,6.03333333333333,0.933725471235578,0.873366971196299
363,6.05,0.775826779231934,0.556569150522846
364,6.06666666666667,0.525292202074327,0.0539126241151203
365,6.08333333333333,0.494319804953537,-0.00822840938167627
366,6.1,0.480192396621884,-0.0365727364589917
367,6.11666666666667,0.367733763821982,-0.262202533228322
368,6.13333333333333,0.591648360589089,0.187045369795203
369,6.15,0.646355192929526,0.296805653692922
370,6.16666666666667,0.334247084543716,-0.329388061381402
371,6.18333333333333,0.546158127593803,0.0957766804098494
372,6.2,0,-1
373,6.21666666666667,0.60824265046826,0.220339089981459
374,6.23333333333333,1,1.00633594017449
375,6.25,0.526586645544256,0.0565097125713642
376,6.26666666666667,0.683026519598292,0.370380654362346
377,6.28333333333333,0,-1
378,6.3,0.447002143795228,-0.103163533568589
379,6.31666666666667,0.995089401052467,0.996483629018268
380,6.33333333333333,0.814546372930064,0.634253662948357
381,6.35,0.47366651094285,-0.0496658554383085
382,6.36666666666667,1,1.00633594017449
383,6.38333333333333,0.382745985878154,-0.232082972575143
384,6.4,0.25749130679861,-0.483385936887454
385,6.41666666666667,0.656234387518837,0.316626636857434
386,6.43333333333333,0.780123272942875,0.56518936027184
387,6.45,0.172822450935457,-0.653260105419151
388,6.46666666666667,0.332018059137375,-0.333860235165707
389,6.48333333333333,0.529028426029032,0.0614087445159862
390,6.5,0.596958353370538,0.197698999154692
391,6.51666666666667,0.233287671811008,-0.531946559645944
392,6.53333333333333,0,-1
393,6.55,0.52908196118741,0.0615161540283036
394,6.56666666666667,0.671459107283919,0.347172539301202
395,6.58333333333333,0.387918103903175,-0.22170596629472
396,6.6,1,1.00633594017449
397,6.61666666666667,1,1.00633594017449
398,6.63333333333333,0.868195530372392,0.74189189568498
399,6.65,0.328493967902775,-0.340930746066139
400,6.66666666666667,1,1.00633594017449
401,6.68333333333333,1,1.00633594017449
402,6.7,0.69416805248421,0.392734312220001
403,6.71666666666667,0.775594303585427,0.556102726278044
404,6.73333333333333,0.273827216654786,-0.450610613827558
405,6.75,0.495688544180711,-0.00548225867746996
406,6.76666666666667,0.816568029372609,0.638309784927721
407,6.78333333333333,1,1.00633594017449
408,6.8,0.552139611140539,0.107777545825229
409,6.81666666666667,0.820552346646891,0.646303663872172
410,6.83333333333333,0.617503159833438,0.238918782745136
411,6.85,0.0955913285879018,-0.808211681885064
412,6.86666666666667,1,1.00633594017449
